id;dob;dob_event_status;dob_event_data;dob_error;dob_notes;dfs;dfs_event_status;dfs_event_data;dfs_error;dfs_notes;dengrad;dengrad_event_status;dengrad_event_data;dengrad_error;dengrad_notes;weaned;weaned_event_status;weaned_event_data;weaned_error;weaned_notes;change_clan;change_clan_event_status;change_clan_event_data;change_clan_error;change_clan_notes;change_clan2;change_clan2_event_status;change_clan2_event_data;change_clan2_error;change_clan2_notes;change_clan3;change_clan3_event_status;change_clan3_event_data;change_clan3_error;change_clan3_notes;disappeared;disappeared_event_status;disappeared_event_data;disappeared_error;disappeared_notes,,,,,,
tinu;1989-01-12;;talek;;;1989-02-14;;;;;1989-09-07;;;9.5;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1990-01-08;dead;;;,,,,,,
tip;2017-10-22;;serena.n;;;2017-10-23;;;;;2018-09-25;grad;;0.5;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
tipi;NA;;embryo;;;1997-07-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997-07-02;dead;humans;;,,,,,,
tiq;2016-10-28;;talek;;;2016-12-13;;;;;2017-07-19;;;;DenGrad info not in table, instead taken from tblHyenas;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-05-27;dls;;;,,,,,
tira;2014-04-29;;talek;;;2014-05-20;;;;;2014-11-25;;;0.5;;2015-03-02;;;3;;2016-05-01;fission;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-11-08;dls;;;,,,,,,
tit;1993-08-15;;talek;;;1993-09-09;;;;;1994-04-22;;;0.5;;1994-08-01;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1995-03-19;dead;;;,,,,,,
titn;2010-10-25;;talek;;;2010-12-13;;;;;2011-06-27;;;0;;2011-08-26;;;6;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-11-30;dls;dispersed;;,,,,,,
tk;NA;;talek;;;2001-09-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-09-26;dls;fate unknown;;,,,,,,
tlda;2019-01-18;;serena.n;;;2019-03-11;;;;;2019-10-27;;;16;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-06-26;dls;;;,,,,,,
tldo;NA;;serena.s;;;2010-08-08;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-04-13;dls;fate unknown;;,,,,,,
tlek;NA;;mara.river;;;2007-04-08;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-01-24;dls;;;check EventStatus and EventData,,,,,,
tles;NA;;talek;;;1991-09-09;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1991-09-09;dls;fate unknown;;,,,,,,
tman;NA;;talek;;;1991-12-28;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1992-05-06;dls;fate unknown;;,,,,,,
tmtu;NA;;talek;;;2010-07-31;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-03;dls;dispersed;;,,,,,,
tna;2020-12-16;;kcm;;;2021-10-12;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-10-12;dls;;;,,,,,,
tnda;2021-04-28;;kcm;;;2022-07-27;;;;;2022-04-28;22339.5;;;Graduated based on DOB, before DFS;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,
tndr;2015-01-29;;talek;;;2015-03-09;;;;;NA;;;;;2015-08-22;;;1;;2016-05-01;fission;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-04-21;dls;;;,,,,,,
tngy;2017-02-25;;serena.s;;;2017-03-18;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-11-10;dls;;;,,,,,,
tnk;2008-09-24;;olare;;;2008-11-03;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
tnks;2013-03-15;;talek;;;2013-05-14;;;;;2014-01-03;;;8.5;;2013-11-27;;;2.5;;2016-05-01;fission;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2022-05-17;dls;;;,,,,,,
tnsl;NA;;serena.n;;;2008-07-08;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-06-12;dls;fate unknown;;,,,,,,
tntn;2015-03-10;;serena.n;;;2015-04-07;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-04-10;dls;;;,,,,,,
toad;2013-08-18;;talek;;;2014-03-18;;;;;2014-05-21;;;2.5;;2014-07-11;;;18;;2016-05-01;fission;pond;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-12-10;dls;inferred dead;;,,,,,,
toba;2016-08-11;;serena.s;;;2016-09-03;;;;;2017-02-25;;;;DenGrad info not in table, instead taken from tblHyenas;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-08-17;dls;;;,,,,,
tod;2021-12-29;;serena.s;;;2022-02-09;;;;;2022-10-08;;;1.5;>200, >200, >200;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,
tof;1999-04-24;;talek;;;1999-05-01;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999-05-13;dls;fate unknown;;,,,,,,
tol;2001-08-06;;talek;;;2001-08-12;;;;;2002-04-24;;;12.5;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-04-28;dls;inferred dead;;,,,,,,
tom;NA;;talek;;;1988-09-04;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1989-07-13;dls;dispersed;;,,,,,,
toms;2022-04-26;;happy.zebra;;;2022-06-13;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2022-11-26;dead;lions;;,,,,,,
tony;2020-06-21;;kcm;;;2021-03-21;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-03-21;dls;;;,,,,,,
toon;2023-06-16;born;serena.n;;;2023-08-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
toot;2017-12-03;;serena.n;;;2017-12-23;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-12-23;dls;;;,,,,,,
topa;2019-12-06;;talek;;;2020-01-10;;;;;2020-09-16;error;;109.5;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
toph;2017-05-25;;serena.n;;;2017-06-18;;;;DFS assigned by field, no associated session;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-25;dls;;;,,,,,
tor;NA;;talek;;;1996-12-09;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1996-12-09;dls;fate unknown;;,,,,,,
tora;2019-09-18;;serena.n;;;2019-11-26;;;;;2020-09-18;error;;10.5;Cub automatically den graduated based on birthdate, error term skewed due to pandemic;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2023-01-14;dls;inferred dispersal;;KDSL: inferred dispersal due to last being seen in South,,,,,
toro;NA;;serena.n;;;2010-07-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-10-25;dls;fate unknown;;,,,,,,
tort;2008-04-01;;talek;;;2008-05-22;;;;;NA;dbg;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2008-05-27;dls;inferred dead;;,,,,,,
toto;NA;;17km;;;2009-02-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
tou;NA;;serena.s;;;2009-01-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-02-09;dls;fate unknown;;check EventStatus and EventData,,,,,,
town;2020-09-21;;serena.s;;;2020-10-12;;;;;2021-09-21;;;0.5;Cub automatically den graduated based on birthdate;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-09-20;dls;;;,,,,,,
tp;1991-06-03;;talek;;;1991-08-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1991-11-15;dead;;;,,,,,,
tpac;2010-03-01;;serena.n;;;2010-08-22;;;;;2011-01-28;;;;DenGrad info not in table, instead taken from tblHyenas;2010-10-07;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-06-25;dls;fate unknown;;check EventStatus and EventData,,,,,
tpe;2009-01-10;;talek;;;2009-02-17;;;;;2009-08-05;;;1.5;;2009-10-29;;;4.5;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-05-28;dls;inferred dead;;,,,,,,
tq;1990-10-20;;talek;;;1990-11-25;;;;;1991-08-09;;;2.5;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1991-08-10;dead;;;,,,,,,
trap;NA;;oltukai;;;2003-07-12;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-07-09;;;;check EventStatus and EventData,,,,,,
trbl;2023-03-07;;serena.n;;;2023-04-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
trck;2013-10-11;;mara.river;;;2014-03-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
trdo;2011-09-12;;serena.n;;;2012-01-27;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-03-18;dls;;;,,,,,,
treb;2013-12-02;;happy.zebra;;;2014-01-14;;;;;2014-09-25;;;;DenGrad info not in table, instead taken from tblHyenas;2014-10-11;;;2.5;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-06-23;dls;;;,,,,,
tred;2022-04-15;;talek;;;2022-07-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
trex;2008-11-05;;serena.n;;;2009-01-27;;;;;2009-11-05;;;;DenGrad info not in table, instead taken from tblHyenas;2009-08-17;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-04-10;dls;fate unknown;;,,,,,
trfl;NA;;;;;2009-02-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009-02-19;;;;check EventStatus and EventData,,,,,,
tri;NA;;talek;;;1998-10-22;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-10-22;dls;fate unknown;;,,,,,,
tric;2011-02-16;;serena.n;;;2011-03-30;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-04-06;dls;fate unknown;;TRIC? Seen on 24-April-11,,,,,,
trig;NA;;happy.zebra;;;2008-07-04;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009-02-25;dls;fate unknown;;,,,,,,
trik;2019-09-25;;happy.zebra;;;2019-11-05;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-11-13;;;;,,,,,,
trio;2019-09-19;;happy.zebra;;;2020-01-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-03-20;dls;;;,,,,,,
trip;NA;;mara.river;;;2005-10-31;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
tris;NA;;llion;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
trlf;NA;;;;;2009-02-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009-02-19;;;;check EventStatus and EventData,,,,,,
trni;2012-07-04;;serena.n;;;2012-07-12;;;;;2013-02-18;;;;DenGrad info not in table, instead taken from tblHyenas;2013-07-03;;;;;2019-10-21;dispersal;oloololo;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,
tro;NA;;talek;;;1997-08-29;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997-08-29;dls;fate unknown;;,,,,,,
trop;2010-12-16;;serena.s;;;2011-01-06;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-03-13;dls;fate unknown;;,,,,,,
trot;2007-06-01;;serena.s;;;2008-11-25;;;;;NA;;;;;NA;;;;;2010-04-24;dispersal;serena.n;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-05-18;dls;fate unknown;;,,,,,,
trph;NA;;fig.tree;;;2013-11-24;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-11-02;dls;;;check EventStatus and EventData,,,,,,
trqo;2005-01-01;;oltukai;;;2005-01-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-01-14;dls;;;,,,,,,
trst;2017-12-13;;kcm;;;2018-05-27;;;;;2018-05-27;error;;21623.5;TRST was never seen at a den;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-09-11;dls;;;,,,,,,
trt;2000-06-02;;mara.river;;;2001-06-16;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-02-23;dls;;;check EventStatus and EventData,,,,,,
tru;2007-10-01;;serena.s;;;2008-11-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;fate unknown;;,,,,,,
trub;2015-02-15;;talek;;;2015-07-31;;;;;NA;;;;;2016-01-28;;;21;;2016-05-01;fission;kcm;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-11-15;dls;;;,,,,,,
trus;2013-12-02;;talek;;;2014-05-21;;;;;2014-11-05;;;0;;2014-12-05;;;0.5;;2016-05-01;fission;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
tsa;1998-12-10;;talek;;;1999-02-01;;;;;1999-08-13;;;0.5;;1999-07-20;;;1;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-08-02;dls;inferred dead;;,,,,,,
tson;NA;;talek;;;2013-12-22;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-05-29;dls;dispersed;;,,,,,,
tsu;2008-11-05;;serena.n;;;2008-11-21;;;;;2009-03-31;;;;DenGrad info not in table, instead taken from tblHyenas;2009-07-13;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-11-12;dls;fate unknown;;,,,,,
tt;1989-09-01;;talek;;;1989-10-14;;;;;1990-04-19;;;0.5;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1990-06-28;dead;;;,,,,,,
ttch;NA;;talek.e;;;2005-09-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2007-06-09;dls;;;,,,,,,
ttrs;2010-01-11;;mara.river;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
tub;2008-10-15;;serena.s;;;2008-11-29;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2008-12-20;dls;fate unknown;;,,,,,,
tube;2022-08-15;;happy.zebra;;;2022-10-03;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2023-02-13;dls;fate unknown;;,,,,,,
tuch;2018-08-20;;serena.n;;;2018-10-04;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-12-04;dls;;;,,,,,,
tud;2007-01-02;;fig.tree;;;2007-05-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-11-02;dls;inferred dead;;,,,,,,
tula;2013-11-23;;happy.zebra;;;2013-11-27;;;;;2014-09-25;;;;DenGrad info not in table, instead taken from tblHyenas;2014-08-21;error;;43;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2022-07-09;dls;;;,,,,,
tuli;2011-12-02;;talek;;;2012-01-10;;;;;NA;dbg;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-01-10;dead;;;killed and eaten by MOS,,,,,,
tulp;2017-08-11;;talek.w;;;2017-09-22;;;;;2018-07-05;error;;7;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-12-17;dls;;;,,,,,,
tuna;2021-12-31;;serena.s;;;2022-03-15;;;;;2022-10-10;;;3.5;10-Oct-22;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2022-11-04;dls;;;,,,,,,
tupu;2020-06-22;;kcm;;;2022-01-29;;;;;2021-06-22;error;;22184.5;Graduated based on DOB, before DFS;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,
tura;2005-01-01;;oltukai;;;2005-01-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
turk;2004-02-07;;talek;;;2004-05-31;;;;;NA;dbg;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-08-09;dead;lions;;,,,,,,
turq;2009-11-29;;talek;;;2010-02-02;;;;;2010-08-13;;;5.5;;2010-07-05;;;3;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-08-26;dls;inferred dead;;,,,,,,
tus;1999-02-12;;talek;;;1999-02-17;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999-05-05;dead;;;,,,,,,
tut;NA;;airstrip;;;2003-07-21;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-09-15;dls;;;check EventStatus and EventData,,,,,,
tutu;2010-07-22;;mara.river;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
tw;2016-12-23;;kcm;;;2017-09-23;;;;;2017-10-14;;;;DenGrad info not in table, instead taken from tblHyenas;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-09-11;dls;;;,,,,,
twai;1997-03-03;;talek;;;1997-04-01;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997-04-28;dead;;;,,,,,,
twb;NA;;talek;;;1996-07-15;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1996-07-15;dls;fate unknown;;,,,,,,
twit;2020-06-23;;serena.n;;;2020-08-07;;;;;2021-03-08;;;.5;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
twiz;2019-08-22;;pond;;;2019-12-31;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-01-09;dls;;;,,,,,,
twl;2003-09-20;;airstrip;;;2003-12-29;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-07-10;dls;;;,,,,,,
twnk;2015-12-17;;serena.n;;;2016-03-10;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-03-10;dls;;;,,,,,,
twof;2015-12-14;;serena.s;;;2016-01-18;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-01-18;dls;;;,,,,,,
twst;2011-03-03;;talek;;;2011-05-12;;;;;2011-11-19;;;1.5;;2012-05-30;;;1;;2016-05-01;fission;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-03-30;dls;;;,,,,,,
ty;NA;;airstrip;;;2003-10-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-10-27;dls;;;,,,,,,
tyak;2009-12-12;;serena.s;;;2010-01-05;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-04-08;dls;;;,,,,,,
tylr;NA;;serena.s;;;2013-02-13;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-05-10;dls;;;,,,,,,
typh;2010-11-03;;serena.n;;;2010-12-15;;;;;2011-08-02;;;;DenGrad info not in table, instead taken from tblHyenas;2011-07-23;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-07-15;dls;fate unknown;;check EventStatus and EventData,,,,,
tyro;2019-10-18;;pond;;;2019-12-31;;;;;2020-10-18;error;;40;Graduated based on DOB;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-12-12;dls;;;,,,,,,
tys;NA;;olare;;;2008-11-14;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
tz;NA;;talek;;;1993-07-05;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-02-18;dls;dispersed;;,,,,,,
u:h3;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;double check: hyena not in tblSessions, no Disappeared date;;,,,,,
u1038;NA;;17km;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-03-11;dead;shot by conservancy rangers;;,,,,,,
u1059;NA;;serena.n;;;2011-05-04;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-03-05;dls;dispersed;;,,,,,,
u276;NA;;ollosog;;;2003-02-15;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003-02-14;dead;humans;;,,,,,,
u342;NA;;keekorok;;;2007-01-24;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2007-01-23;dead;;;lions,,,,,,
u368;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
u401;NA;;;;;2000-06-21;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-06-19;dead;;;unknown,,,,,,
u439;NA;;;;;2009-01-18;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009-01-18;dead;;;car and spears,,,,,,
u44;NA;;elban;;;1991-06-21;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1991-06-21;dead;;;,,,,,,
u522;NA;;;;;2013-10-21;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-10-21;dead;humans (hit by car,broken neck;;,,,,,
u534;NA;;talek;;;2014-03-17;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-03-16;dead;;;humans,,,,,,
u536;NA;;talek;;;2014-04-17;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-04-12;dead;;;posion, april 2014 incident,,,,,
u625;NA;;llion;;;2011-09-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-09-19;dead;unknown;;,,,,,,
u635;NA;;talek;;;2011-09-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-08-27;dead;unknown;;,,,,,,
u639;NA;;talek;;;2012-01-10;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-01-10;dead;hyenas (infanticide by mos);;,,,,,,
u640;NA;;talek;;;2012-01-21;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-01-21;dead;humans (speared);;,,,,,,
u642;NA;;talek;;;2012-03-01;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-03-01;dead;humans (speared);;,,,,,,
u645;NA;;talek;;;2012-04-12;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-04-10;dead;unknown;;,,,,,,
u656;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
u692;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;double check: hyena not in tblSessions, no Disappeared date;;,,,,,
u852;NA;;;;;2004-08-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-08-02;dead;;;,,,,,,
